SQ_CANDIDATO,VR_BEM_CANDIDATO,DS_CARGO,QT_VOTOS,NM_VOTAVEL
210000636380,259400000000.0,Vereador,48,ELOI JUARES ZIOTTI
210000636381,18000000000.0,Vereador,164,ARISTEU DE JESUS BUENO
210000636399,247923930000.0,Vereador,86,ANTONIO BOSCHETTI
210000636400,1000250000.0,Vereador,57,LORECI ARRUDA DE OLIVEIRA ZENI
210000636401,12811840000.0,Vereador,55,VENÍCIO BINDA
210000636402,382000000000.0,Prefeito,1104,SERGIO LUIZ FERNANDES DA ROSA
210000636405,593397560000.0,Prefeito,8643,CAMILO JOSÉ BORNIA POULSEN
210000636406,132389770000.0,Vereador,718,DANIEL VAZ AGNISCHOCK
210000636407,37183930000.0,Vereador,275,GISLAINE MACHADO JERÔNIMO
210000636408,1176200000000.0,Vereador,118,INES MORO
210000636409,240000000000.0,Vereador,1045,JONAS DALAGNA DE OLIVEIRA
210000636410,540826290000.0,Vereador,817,JÚLIO HENRIQUE ELY ZIBETTI
210000636411,221000000000.0,Vereador,163,RONALDO LISIAK GONÇALVES
210000636412,280000000000.0,Vereador,280,VINÍCIUS ALMEIDA DE AZAMBUJA
210000636413,570056000000.0,Vereador,988,VIVIANE LOTTICI
210000636418,487927400000.0,Vereador,143,ROSILENE DA SILVA SANTOS
210000636419,29900000000.0,Vereador,19,SIMONE ACCADROLLI COLAR LUCENA
210000636425,214717820000.0,Vereador,909,GILSON DOS SANTOS OLIVEIRA
210000636427,231200000000.0,Vereador,121,ITAMAR TADEU BARBOZA DA SILVA
210000636436,19000000000.0,Vereador,133,RAQUEL ROMEU
210000636442,193079500000.0,Vereador,131,ORNEI HARTMANN
210000636443,170059860000.0,Vereador,158,MANO ULISSES MACHADO
210000636455,500000000000.0,Vereador,4,SAMYA MARIA DE ALMEIDA BOTELHO
210000636456,24000000000.0,Vereador,45,MARGARET MUSSOI
210000636457,22000000000.0,Vereador,44,ADILSON FLORES DOS SANTOS
210000636459,150000000000.0,Vereador,13,LUCIENE DA SILVA
210000636460,503000000000.0,Vereador,98,MARCO AURELIO DA SILVA BORGES
210000636462,545000000000.0,Vereador,141,CLOVIS GIOVANI FERRI FERREIRA
210000636463,32000000000.0,Vereador,44,DANIEL HENRIQUE FARIAS
210000636465,21000000000.0,Vereador,69,JAIME ALAIRTON SCHMITZ BITENCOURT
210000636469,60120000.0,Vereador,41,JOICE CRISTINA SEQUEIRA
210000636470,2000000.0,Vereador,14,MARCO ANTONIO GUERRA NOGUEIRA
210000636471,2500000000.0,Vereador,79,MARI EUNICE MENDONÇA DA FONSECA
210000636472,6890000.0,Vereador,27,MAIKON EDI PORTO DIAS
210000636473,102963550000.0,Vereador,332,ALEX SANDRO SANTOS DA SILVA
210000636474,570070000000.0,Vereador,48,MARIA ELAINE MUNHOZ DOS SANTOS MENDONÇA
210000636477,20000.0,Vereador,12,REINALDO SILVA CORREA
210000636491,3342715510000.0,Vereador,1118,ALEX SANDRO MEDEIROS DA SILVA
210000636492,20000000000.0,Vereador,84,ANDRÉ RICHEL DE OLIVEIRA BARBOSA
210000636493,210000000000.0,Vereador,108,ALOISIO LIMA SILVA
210000636497,312000000000.0,Vereador,24,CLAUDETE PADILHA GARCIA
210000636499,8000000000.0,Vereador,56,IEDA DA ROCHA LUCAS
210000636504,116370000000.0,Vereador,178,CATIA FERNANDA COUTINHO GARCIA
210000636505,260000000000.0,Vereador,186,MARCIO CORREA DOS SANTOS
210000636506,40000000000.0,Vereador,558,MARCOS ANTONIO PILZ ZANELLA
210000636508,385000000000.0,Vereador,161,PAULO RICARDO DA SILVA DUTRA
210000636509,150000000000.0,Vereador,57,JÚLIO CESAR DA SILVA CARVALHO
210000636514,640000000000.0,Vereador,73,VANDERLI SANTOS MANZONI
210000636518,266216000000.0,Prefeito,1215,VELTON VICENTE HAHN
210000636537,380000000000.0,Vereador,178,VALDIR RODRIGUES
210000636538,82000000000.0,Vereador,104,VOLNIR ALEXANDRE VILLES
210000636540,157000000000.0,Vereador,128,JOICE SEVERO ZAMBIASI
210000636541,25000000000.0,Vereador,19,LEONARDO BORDIGNON CARASSA
210000636542,1532000000000.0,Vereador,66,ENIO BORGES DOS SANTOS
210000636544,10000000000.0,Vereador,131,LUIS FERNANDO PEREIRA DA SILVA
210000636546,1140581070000.0,Prefeito,1430,ELIAS GOULART SEIXAS
210000636548,25000000000.0,Vereador,197,BIANCA EINSFELD DE BORBA MOLZ
210000636549,1850000000000.0,Vereador,768,EDUARDO WARTCHOW
210000636550,250000000000.0,Vereador,223,ZALUAR DUTRA
210000636551,1500000000000.0,Vereador,429,KURT WERNER MOLZ
210000636552,78800000000.0,Vereador,1111,LEONEL GARIBALDI
210000636554,132500000000.0,Vereador,793,NILMAR PIVA BORTOLOTTO
210000636555,629500000000.0,Vereador,531,VERA LUCIA FRANTZ TEICHMANN
210000636556,385000000000.0,Vereador,197,VIVIANE MÜLLER
210000636557,342750000000.0,Vereador,129,CEZAR RICARDO HERMES OLIVEIRA
210000636558,80090200000.0,Vereador,356,JONAS PEREIRA DA SILVA
210000636559,247279900000.0,Vereador,87,NEYTHA IRAY HEBERLE NEVES
210000636560,11019280000.0,Vereador,32,REGINARA LIMA MENEGHEL
210000636561,361580720000.0,Vereador,158,RENATO GIULIANI
210000636562,5410399410000.0,Prefeito,6739,CARLOS EURICO DA LUZ PEREIRA
210000636564,39000000000.0,Vereador,1202,JÚLIO CÉSAR LAMIM MARTINS DE OLIVEIRA
210000636565,70000000000.0,Vereador,8,GEHIAS JACQUELINE DE ALMEIDA ROSSATO
210000636566,110000000000.0,Vereador,522,RODRIGO SALVADOR SACKIS
210000636567,1590900000000.0,Vereador,360,HUGO CATAUD PACHECO PEREIRA
210000636568,150000000000.0,Vereador,57,MARIA DO CARMO MENDES
210000636571,3000000000.0,Vereador,30,FELIPE DOS SANTOS MACHADO
210000636572,200000000000.0,Vereador,301,CLAUDIO FREITAS XAVIER
210000636573,718000000000.0,Vereador,58,DANIELA ANDRÉIA DE ANDRADE PINTO
210000636574,4000000000.0,Vereador,185,ALEX SANDER BARROS DOMINGUES
210000636576,452000000000.0,Vereador,26,ANDRÉA DUARTE PREHN
210000636577,120000000000.0,Vereador,16,CARMEM SUZANA LEMOS PIEDADE
210000636579,22900000000.0,Vereador,27,GICELI AMARAL LOPES
210000636580,220000000000.0,Vereador,418,JOSÉ CARLOS CONCEIÇÃO ARRIENS
210000636581,263000000000.0,Vereador,29,MAICKELL LUCIANO DA SILVA ESPÍRITO SANTO
210000636583,50000000000.0,Vereador,13,MARLY HOMANN SUITA
210000636584,180000000000.0,Vereador,59,NILSON VLADIMIR DIAS GARCIA
210000636585,380000000000.0,Vereador,55,OLGA SERAFINA DE ASSUMPÇÃO CORRÊA
210000636587,988000000000.0,Vereador,19,VAGNER SANTOS DE ÁVILA
210000636588,2133000000000.0,Vereador,323,PAULO CEZAR SOHNE LEITE
210000636589,1319626030000.0,Vereador,43,VITOR HUGO DE CARVALHO
210000636590,129000000000.0,Vereador,20,MÁRCIO VELLEDA DA SILVEIRA
210000636592,3000000000.0,Vereador,10,RODRIGO GONÇALVES BARBOSA
210000636593,203000000000.0,Vereador,31,VIVIANE FEIJÓ MENDES
210000636594,400000000000.0,Vereador,9,MARCELO COSTA DE FREITAS
210000636641,502500000000.0,Prefeito,5038,AUGUSTO CÉSAR MARTINS DE OLIVEIRA
210000636668,23000000000.0,Vereador,22,ISMAR VERGILIO BRIESE FLORES
210000636669,170000000000.0,Vereador,125,ALEXANDRE GOTZ DAS NEVES
210000636670,363500000000.0,Vereador,43,CELIA RABASSA DE OLIVEIRA
210000636672,150000000000.0,Vereador,83,ANDRE ALUIZIO TEIXEIRA VIANNA
210000636683,1328926030000.0,Prefeito,154105,JAIRO JORGE DA SILVA
210000636685,160000000000.0,Vereador,7,VERA LUCIA FAOTTO
210000636686,158000000000.0,Vereador,121,CELSO STEIN DE OLIVEIRA
210000636687,147500000000.0,Vereador,61,DIRCEU MARTINS
210000636688,11000000000.0,Vereador,44,RUDIMAR QUEVEDO DE OLIVEIRA
210000636754,12500000000.0,Vereador,62,VALDEMIR ELOY DOS SANTOS
210000636755,110000000000.0,Vereador,145,SERGIO PERES BRIZOLLA
210000636756,75000000000.0,Vereador,14,MARIA SALETE DOS SANTOS GOMES
210000636757,13000000000.0,Vereador,89,MISAEL DE VARGAS DE CAMPOS
210000636758,150000000000.0,Vereador,152,ELISETE DE OLIVEIRA SANTOS
210000636759,18000000000.0,Vereador,152,GEOVANI DE OLIVEIRA MARTINELLI
210000636761,225000000000.0,Vereador,165,ANTONIEL ARDENGHI
210000636764,138729340000.0,Prefeito,9234,CELSO ALOÍSIO FORNECK
210000636766,30006640000.0,Vereador,179,DOUGLAS PENSO
210000636767,293842000000.0,Vereador,98,PAULO CESAR PITOL
210000636768,8848730000.0,Vereador,80,MARCIA TRES ZANETTE
210000636769,193950220000.0,Vereador,276,IVALDINO ANTÔNIO FRIZON
210000636770,47364360000.0,Vereador,9,DORLI GROMOWSKI BESSEGA
210000636771,230778740000.0,Prefeito,1022,ANTONIO REGINALDO FERREIRA DA SILVA
210000636852,596621520000.0,Prefeito,2692,ADALBERTO ALORINO DE ALMEIDA
210000636855,441386270000.0,Prefeito,697,JAIRO ROQUE ROSO
210000637140,1456077510000.0,Prefeito,3436,GILBERTO LUIZ HENDGES
210000637209,442577260000.0,Prefeito,673,GELSIR LUIZ GRESELE
210000637211,143000000000.0,Vereador,6,ROSA GREGIO PONSONI
210000637212,245507610000.0,Vereador,99,ENIO JOSE CELI
210000637213,321000000000.0,Vereador,23,EVONI BONATTI
210000637214,112689810000.0,Prefeito,1142,BERTINO RECH
210000637220,160000000000.0,Vereador,3,ANDERSON LUIS DA SILVA
210000637221,28500000000.0,Vereador,59,GRACIELA INES BRUM LAZZAROTTO
210000637224,301500000000.0,Vereador,102,ADEMIR CECHET
210000637226,13705430000.0,Vereador,39,CARLOS NELCIR TOMAZELLI
210000637227,500000000.0,Vereador,90,JANDIR MARTINELLI
210000637228,1482500000000.0,Vereador,75,JARCI MELATTI
210000637229,248248870000.0,Vereador,55,ALCEU CARUS
210000637230,1209540320000.0,Prefeito,1917,GEISON ERNANI BORTULINI
210000637232,519548670000.0,Prefeito,1129,MARCELO ARRUDA
210000637234,2362000000000.0,Prefeito,1132,JOAREZ LUIS SANDRI
210000637255,605198060000.0,Vereador,411,PAULO FÁBIO PEREIRA
210000637257,19148410000.0,Vereador,148,MARILIA DANIELA DA ROSA
210000637258,25000000000.0,Vereador,347,FLAVIO VOLNEI PAGEL
210000637259,202500000000.0,Vereador,255,NELCI ÂNGELO RECALCATI
210000637334,32656010000.0,Vereador,326,RAFAEL ZIMMERMANN
210000637335,161000000000.0,Vereador,173,CLÁUDIO DOS SANTOS ROSA
210000637337,60000000000.0,Vereador,23,ANA DESSBESELL
210000637338,280818760000.0,Vereador,1053,GUSTAVO CAVALHEIRO
210000637339,177000000000.0,Vereador,30,ADRIANO DE MATOS ALVES
210000637340,400000000000.0,Vereador,86,VANILDI JUNGBECK
210000637341,190772250000.0,Vereador,35,SALETE GRIMM
210000637408,158000000000.0,Vereador,34,EDEGAR FRANCHINI
210000637409,1500000000.0,Vereador,62,SÔNIA MARIA ROSOLEN BERTUZZO
210000637410,31452000000.0,Vereador,49,BIANCA MACEDO ARALDI
210000637411,131450000000.0,Vereador,52,EMERSON JOSE DIAS DE ALMEIDA
210000637412,6000000000.0,Vereador,46,CÍDIA BEDIN
210000637413,56321210000.0,Vereador,63,VANDERLEI DE BONA
210000637414,7876045680000.0,Vereador,83,RENATO DE VILLA
210000637415,5000000000.0,Vereador,17,MARILENE FÁTIMA ORSO BOSIO
210000637416,130905150000.0,Vereador,75,FLÁVIO COMIN
210000637417,83270230000.0,Vereador,102,FERNANDO ORSO
210000637418,128023420000.0,Vereador,209,ANDRÉ MORESCHI
210000637419,69237530000.0,Vereador,49,GRASIELA MARIA CANOSSA ORSO
210000637420,43912280000.0,Vereador,72,KARINA MATTANA TOIGO
210000637421,113214280000.0,Vereador,20,DIEGO FORCELINI
210000637490,189000000000.0,Vereador,50,LILA ROSA DE ALMEIDA VARGAS
210000637491,2000000000.0,Vereador,53,VALDECI LIMA DE SOUZA
210000637492,3500000000.0,Vereador,122,JOSE ALDOIR BORGES
210000637493,57212810000.0,Vereador,18,JARI JOSE RODRIGUES
210000637494,295045730000.0,Vereador,31,ILO RENATO MORAES
210000637495,1500110000.0,Vereador,35,LUCIARA TERESINHA BORGES DA CRUZ
210000637497,2808095340000.0,Prefeito,2434,VALDIR JOSÉ RODRIGUES
210000637590,275006150000.0,Vereador,351,PAULO BRANCHIER DE OLIVEIRA
210000637591,2000000000.0,Vereador,20,MÁRCIA CRISTINA CLAAS MARTINS
210000637592,35493030000.0,Vereador,55,ANA CRISTINA LÜCKEMEYER DE QUADROS
210000637593,6500000000.0,Vereador,69,JOÃO ELOI HENSEL
210000637594,16500000000.0,Vereador,223,CELSO DOS SANTOS CORREA
210000637595,241882100000.0,Vereador,252,GAIRA ALESSANDRA ROTHE
210000637596,115634770000.0,Vereador,304,SARA REGINA RÜBE
210000637597,3899990000.0,Vereador,211,GUSTAVO DA SILVA
210000637598,71000000000.0,Vereador,160,ANSELMO ECKER SOBRINHO
210000637599,213387160000.0,Vereador,1013,DEOCLIDES JOSÉ FIGUEIREDO
210000637600,146701930000.0,Vereador,163,VERA LUCIA GALLE
210000637601,253000000000.0,Vereador,318,EDEMAR FERREIRA CANABARRO
210000637602,148500000000.0,Vereador,233,VILMAR PORT
210000637603,133000000000.0,Vereador,195,JULIANO PEREIRA
210000637714,292467400000.0,Vereador,369,VALDECIR ADRIANO BILHAN
210000637715,129739330000.0,Vereador,141,MARCIO DO COUTO PADILHA
210000637716,17002000000.0,Vereador,21,CERES ADRIANA DE OLIVEIRA
210000637717,1500530000.0,Vereador,128,SERGIO DE PELEGRIN VIEIRA
210000637718,1580570000.0,Vereador,9,CATIANE CARDOSO DOS SANTOS
210000637719,18100000000.0,Vereador,94,JOAO VANDERLEI GERALDO
210000637732,225000000000.0,Prefeito,174,ZAURI TIARAJU FERREIRA DE CASTRO
210000637734,7000000000.0,Vereador,33,JAQUELINE PERES FAGUNDES
210000637735,358000000000.0,Vereador,150,JOSE GONÇALINO SANTOS FREITAS
210000637736,24165490000.0,Vereador,50,LAUREANO DA SILVA GOMES
210000637737,17900000000.0,Vereador,201,JEFERSON LUIS GONÇALVES
210000637738,171000000000.0,Vereador,130,MARCOS CESAR NOTTAR
210000637739,17000000000.0,Vereador,65,WYLLIAM DE OLIVEIRA TEIXEIRA
210000637742,181000000000.0,Vereador,188,LUCIANO MEDEIROS DA ROSA
210000637743,670000000000.0,Vereador,443,PATRICIA SANTOS DE CASTRO
210000638051,701086270000.0,Prefeito,2943,ORLANDO TEIXEIRA DOS SANTOS SOBRINHO
210000638063,1029677160000.0,Prefeito,2274,GUILHERME EUGÊNIO GRANZOTTO
210000638116,210000000000.0,Vereador,115,AMARILDO ALVES RODRIGUES
210000638117,5000000000.0,Vereador,25,ANA MARIA DOS SANTOS
210000638119,130000000000.0,Vereador,32,LEONARDO BACKES
210000638120,430000000000.0,Vereador,348,LORISETE MARIA DIAS
210000638451,57000000000.0,Vereador,33,DOLIZETE RAMOS MOTA
210000638452,300000000000.0,Vereador,115,HERMES PEREIRA VELHO
210000638453,236000000000.0,Vereador,24,IEDA OLIVEIRA FRASSETTO
210000638455,122000000000.0,Vereador,38,JANDIRA DA SILVA DE SOUZA
210000638457,183000000000.0,Vereador,10,CARLOS JUARES DA LUZ PIRES
210000638458,301088300000.0,Vereador,126,NORAY TEREZINHA BORBA DA SILVA
210000638459,9113110130000.0,Vereador,235,JOÃO FRANCISCO RENOSTO
210000638460,240868000000.0,Vereador,108,NELSONIR SILVA DO NASCIMENTO
210000638461,73000000000.0,Vereador,73,JOCIANO DOS REIS JARDIM
210000638462,118520000000.0,Vereador,49,SANDRA REGINA DOS SANTOS
210000638463,103000000000.0,Vereador,24,VALMIR DOS SANTOS POLLI
210000638464,33000000000.0,Vereador,23,ADAIR VIERA
210000638646,1176627140000.0,Prefeito,1804,VALMOR NERI MATTANA
210000639341,80298800000.0,Prefeito,1882,IVELTON MATEUS ZARDO
210000639596,154235810000.0,Prefeito,770,GISELE CAUMO
210000639712,30346820000.0,Vereador,66,VINICIUS PUNTEL DA ROSA
210000639713,26755400000.0,Vereador,385,GEAN MATEUS QUOOS
210000639714,172191120000.0,Vereador,19,ADROILDO JOCELI DA SILVA
210000639715,1444673330000.0,Vereador,136,GILMAR LUIZ MORSCH
210000639716,66544870000.0,Vereador,47,ROSANI BERNARDY RECH
210000639717,194500000000.0,Vereador,16,REJANE TERESINHA ALVES DE QUADRO
210000639718,1706070000.0,Vereador,177,OTÁVIO LOCH
210000639719,1500000000.0,Vereador,103,FELIPE POSSEBON DE MOURA
210000639720,1500000000.0,Vereador,49,SALETE WEIDE ZORTÉA
210000639878,170000000000.0,Prefeito,1336,MARCOS DO NASCIMENTO SANTOS
210000639891,837475750000.0,Prefeito,1801,ADENIR JOSÉ DALLÉ
210000639914,322140150000.0,Vereador,139,NADIA ELISABET FACCIN FAÉ
210000639915,257331890000.0,Vereador,115,ALVARO MANZONI
210000639916,405207750000.0,Vereador,34,CLAUDETE STRINGHINI
210000639917,160699800000.0,Vereador,364,EDER ANGELO ZAFFARI
210000639918,57698690000.0,Vereador,134,LADEMIR MORO
210000639919,385000000000.0,Vereador,98,VITOR JACINTO PERIN
210000639920,468000000000.0,Vereador,137,LUCIANO BOMBASSARO
210000639921,128799880000.0,Vereador,181,ANA MARIA SOMENSI BRUSCHI
210000639922,74786880000.0,Vereador,99,MARINEZ BERSELLI ZANCHET
210000639923,233246190000.0,Vereador,72,SILVIO CESCA
210000639924,109041220000.0,Vereador,281,ONECIMO PAULETI
210000639925,26837380000.0,Vereador,7,ROSANE PADILHA
210000640599,293500000000.0,Vereador,40,JORGE BERTOTI
210000640600,141500000000.0,Vereador,15,ROSANE MOREIRA DA CRUZ CORDEIRO
210000640690,7343748920000.0,Prefeito,20240,FABIANO FELTRIN
210000640708,16732300000.0,Prefeito,1713,LUCAS MICHELON
210000640710,60000000000.0,Vereador,3,ALBERI INACIO DA SILVA
210000640711,70000000000.0,Vereador,10,FÁDIA JOANA PATTA FLAIN
210000640713,78000000000.0,Vereador,14,ALINE MICHELON PORTELA
210000640714,79000000000.0,Vereador,91,LUIZ CARLOS SOARES GOMES
210000640716,193000000000.0,Vereador,9,GUSTAVO DALCIN
210000640717,480000000000.0,Vereador,47,CLADIR DAL CASTEL
210000640718,60000000000.0,Vereador,6,MOACIR DA ROSA ROCHA
210000640798,180000000000.0,Prefeito,1370,ALAIR CEMIN
210000640807,11000000000.0,Vereador,188,CLAUDIOMIRO MARTINS PINTO
210000640808,29845000000.0,Vereador,13,MAIARA MARIA ZANELLA
210000640809,163500000000.0,Vereador,88,RONALDO DURANTE
210000640810,99410000000.0,Vereador,144,SEBASTIAO ALEXANDRE
210000640811,256500000000.0,Vereador,35,MARILEIA ZAMBIAZI
210000640812,282900000000.0,Vereador,220,AMARILDO FRIGHETTO
210000640860,24472690000.0,Prefeito,1501,LUIS CLOVES MOLINARI SILVA
210000640900,151000000000.0,Prefeito,2310,LIBIA MARIA SERPA AQUINO
210000640902,207342000000.0,Prefeito,812,MAURO DOS SANTOS
210000640917,138608770000.0,Vereador,234,ADENIR ALVES BUENO
210000640919,116547000000.0,Vereador,68,FRANCIELE MACIEL GONÇALVES
210000640920,2130020410000.0,Prefeito,1524,REMI SERGIO BIRCK
210000640922,472420720000.0,Vereador,50,MARCIO ALBINO KUHN
210000640923,305345430000.0,Vereador,265,ELISANDRA SODRE DOS SANTOS
210000640924,22829280000.0,Vereador,126,CELITO DA SILVA RAMOS
210000640925,254771660000.0,Vereador,183,GILSE CARME DA SILVA ROCHA
210000640926,403785000000.0,Vereador,91,SATURNINA APARECIDA DE OLIVEIRA LAMBERTY
210000640928,435633720000.0,Vereador,488,DANIELA FABIANA PERETTI RIVAS
210000640930,19089520000.0,Vereador,794,BRUNO DE AZAMBUJA SILVEIRA
210000640931,637192000000.0,Prefeito,168,SERGIO ROBERTO RIBEIRO
210000640933,58027000000.0,Vereador,33,SOLANGE VANUZA BOETTCHER GEWEHR
210000640934,214000000000.0,Vereador,27,EDGAR IVAN RODRIGUES DA SILVA
210000640935,293126000000.0,Vereador,46,CELIA FELLER DE MOURA
210000640936,30000000.0,Vereador,13,ALEXANDRO ALMEIDA
210000640937,261500000000.0,Vereador,18,JAIME REIS
210000640938,215000000000.0,Vereador,20,IRIO REISNER
210000640958,1102951910000.0,Prefeito,982,ORLEI GIARETTA
210000640960,69000000000.0,Vereador,79,ANDREIA PAULA FRANCESCHI
210000640961,352000000000.0,Vereador,6,ELCI MARIA COLTRO
210000640962,164402690000.0,Vereador,39,VANDERLEI LUCIANO ZANELLATO
210000640963,50493690000.0,Vereador,12,LUIS CESAR FRACARO
210000640964,20000000000.0,Vereador,58,LUCAS JAUER MALACARNE
210000640965,1176000000.0,Vereador,112,SOLANGE PLOIA LORENZI
210000640966,527000000000.0,Vereador,11,ANTONIO SERGIO BEDRA
210000641049,379133500000.0,Prefeito,5226,CELSO BASSANI BARBOSA
210000641051,122125000000.0,Vereador,30,ROQUE DILMAR DE MATTOS PAQUEIRA
210000641052,3782810000.0,Vereador,49,FABIANE DE LIMA DA SILVA
210000641053,844056890000.0,Vereador,155,NELCI GALLAS
210000641054,175118650000.0,Vereador,130,MARCOS LAURO WELTER
210000641055,118015740000.0,Vereador,199,VALMOCI PIRES DE ARRUDA
210000641056,272365000000.0,Vereador,147,WALTER EDES STEINHAUS
210000641061,61531000000.0,Vereador,295,ELLEN SANTOS DO AMARAL
210000641062,289214140000.0,Vereador,347,HELIO SANTOS FERREIRA
210000641066,100000000000.0,Vereador,203,PEDRO LOPES CAMILO
210000641067,99000000000.0,Vereador,336,LUIZ ALBERTO PERES DA SILVA FILHO
210000641069,50001000000.0,Vereador,347,JEFERSON FREITAS DA GAMA
210000641071,156789000000.0,Vereador,133,LUIZ VOLNEI DA SILVA
210000641074,230000000000.0,Vereador,76,TERESINHA DA SILVA ROSA
210000641075,188700000000.0,Vereador,94,VALDOMIRO DOS SANTOS VEZARO
210000641076,5039130000.0,Vereador,93,GEREMIAS OCHOA ZANDONÁ
210000641078,469000000000.0,Vereador,25,FABRICIO DE QUADROS BARBOZA
210000641079,330000000000.0,Vereador,75,MARIA ELIZETE DA SILVA PIUCO
210000641080,143000000000.0,Vereador,58,PATRICIA DE FATIMA BRIZOLA
210000641081,150000000000.0,Vereador,88,RUDINEI DOS SANTOS BRIZOLA
210000641082,137000000000.0,Vereador,88,JEFERSON DE MATTOS
210000641083,85000000000.0,Vereador,52,SERGIO ELIAS SILVA DA SILVA
210000641084,125000000000.0,Vereador,11,MARLISE VARGAS DA ROSA PANZENHAGEN
210000641086,1828808610000.0,Prefeito,1252,JOÃO ALBERTO AQUINO GOMES
210000641088,3890000000000.0,Prefeito,937,ARNO AUGUSTO WERLE
210000641090,1338557660000.0,Prefeito,2480,JADIR JOSÉ KOVALESKI
210000641093,113733340000.0,Vereador,119,JOSÉ ADRIANI OLIVEIRA DOS SANTOS
210000641094,165000000000.0,Vereador,118,ELIZANDRO VIEIRA PRESTES
210000641095,120836990000.0,Vereador,86,JOÃO ANANIAS TEIXEIRA DA SILVA
210000641096,253250000.0,Vereador,84,LUCIANE SUELI VECCHIETTI DE OLIVEIRA
210000641097,54100000000.0,Vereador,163,REGINALDO REGINATTO
210000641098,18500000000.0,Vereador,241,GILMAR WINQUES
210000641099,17650000000.0,Vereador,71,JANETE FARIAS
210000641100,170200000000.0,Vereador,175,VALDAIR COIMBRA
210000641101,154500000000.0,Vereador,167,SILVIO LUIZ GRANA
210000641102,151300000000.0,Vereador,103,VALDIR ANTONIO DE CASTRO
210000641103,42200000000.0,Vereador,178,JAIR FRAGATA DOS SANTOS
210000641104,181200000000.0,Vereador,227,LUIZ CARLOS DA SILVA
210000641105,62900000000.0,Vereador,94,MAIRY DE FÁTIMA DIAS
210000641112,1166835000000.0,Vereador,660,CLARICE BAÚ
210000641113,59000000000.0,Vereador,752,CALEBE COELHO
210000641114,245000000000.0,Vereador,210,SIRLEI TEREZINHA DE ALMEIDA GARDINI
210000641115,189500000000.0,Vereador,752,TADEU SALIB DOS SANTOS
210000641116,408000000000.0,Vereador,56,IVANÊS TERESINHA VANZIN
210000641117,278000000000.0,Vereador,262,MARIA BEATRIZ DAMIN BREDA
210000641118,11000000000.0,Vereador,83,JEAN CARLOS DE OLIVEIRA
210000641119,108802960000.0,Vereador,197,LEANDRO SOMACAL
210000641120,565000000000.0,Vereador,577,SANDRO TREVISAN
210000641121,130000000000.0,Vereador,454,ALBERTO MAIOLI
210000641122,42000000000.0,Vereador,260,ALEXANDRE LUIZ PRATI
